Date,Name,Current Price,Previous,Price Change,Change %,Latest Vol,Prev Vol,Vol Change %
12/10/20,Page Industries,24351.8,24278.2,73.6,0.303,29808,31086,-0.0411
12/10/20,Paisalo Digital Ltd.,449.9,432.1,17.8,4.12,30813,20383,0.5117
12/10/20,Palash Securities Ltd.,41.9,40.25,1.65,4.1,7827,10699,-0.2684
12/10/20,Palred Technologies Ltd.,34.35,32.75,1.6,4.89,5253,10107,-0.4803
12/10/20,Panacea Biotec Ltd.,243.65,232.05,11.6,5,1308000,440000,1.9715
12/10/20,Parabolic Drugs,2.8,2.7,0.1,3.7,80540,14753,4.4592
12/10/20,Parsvnath Developer Ltd.,5.1,4.9,0.2,4.08,281000,303000,-0.0703
12/10/20,Patel Integrated Logistics,28.45,26.45,2,7.56,184000,33735,4.4638
12/10/20,PC Jeweller Ltd.,25.85,22.75,3.1,13.63,32179000,26227000,0.2269
12/10/20,Pearl Polymers,18.3,16.7,1.6,9.58,37614,11133,2.3786
12/10/20,Penta Gold Ltd.,38.15,36.35,1.8,4.95,3000,3000,0
12/10/20,Persistent Systems Ltd.,1236.3,1205.15,31.15,2.58,93507,147000,-0.3658
12/10/20,Pidilite Industries Ltd.,1651.35,1620.55,30.8,1.9,1147000,413000,1.7758
12/10/20,Pil Italica Lifestyle Ltd.,9.15,9.1,0.05,0.549,268000,104000,1.5551
12/10/20,Pilani Investment and Industries Corporation Ltd.,2457.6,2319.4,138.2,5.96,11768,13686,-0.1401
12/10/20,Pioneer Distilleries,115.25,114.1,1.15,1.01,8601,5433,0.5831
12/10/20,Plastiblends India,249.15,245.3,3.85,1.57,34246,13904,1.463
12/10/20,Pokarna,184,172.2,11.8,6.85,608000,140000,3.3356
12/10/20,Poly Medicure,536.25,523.85,12.4,2.37,176000,460000,-0.6157
12/10/20,Polycab India Ltd.,1035.25,1033.95,1.3,0.126,587000,1342000,-0.5619
12/10/20,Power Grid Corporation of India Ltd.,192.75,192.7,0.05,0.0259,7657000,10519000,-0.2721
12/10/20,PPAP Automotive,266.75,266,0.75,0.282,141000,14454,8.7952
12/10/20,Praj Industries Ltd.,108.95,106.55,2.4,2.25,4671000,8404000,-0.4441
12/10/20,Praxis Home Retail Ltd.,39.5,39.2,0.3,0.765,34237,32418,0.0561
12/10/20,Premier,3.25,3.15,0.1,3.17,12247,15268,-0.1979
12/10/20,Premier Polyfilm Ltd.,33.95,33.05,0.9,2.72,5042,1409,2.5784
12/10/20,Pressman Advertising,24.6,22.05,2.55,11.56,177000,25389,5.9769
12/10/20,Privi Speciality Chemicals Ltd.,571.1,556.4,14.7,2.64,16260,16173,0.00538
12/10/20,Procter & Gamble Hygiene & Health Care Ltd.,11197.5,10901.2,296.3,2.72,10499,4105,1.5576
12/10/20,Prolife Industries Ltd.,53.15,50.65,2.5,4.94,9000,15000,-0.4
12/10/20,Pudumjee Paper Products Ltd.,22.85,21.45,1.4,6.53,722000,143000,4.0344
12/10/20,Punj Lloyd Ltd.,1.9,1.85,0.05,2.7,77015,73448,0.0486
12/10/20,PUNJAB CHEM & CROP PROTECTION,713.85,699.7,14.15,2.02,14263,14575,-0.0214
12/10/20,R Systems International Ltd.,118.25,116.85,1.4,1.2,116000,51657,1.2633
12/10/20,Radha Madhav Corporation,3.45,3.15,0.3,9.52,93578,145000,-0.3556
12/10/20,Raj Television Network Ltd.,37.95,36.9,1.05,2.85,30184,40794,-0.2601
12/10/20,Rajnandini Metal Ltd.,29.95,29.8,0.15,0.503,16000,8000,1
12/10/20,Rajshree Sugars and Chemicals,16.75,16,0.75,4.69,99859,137000,-0.2755
12/10/20,Ramco Industries Ltd.,219.55,216.65,2.9,1.34,40942,65811,-0.3779
12/10/20,Rana Sugars,7.7,7.5,0.2,2.67,847000,1020000,-0.1688
12/10/20,Rashtriya Chemicals & Fertilizers Ltd.,52.9,51.7,1.2,2.32,8668000,2302000,2.765
12/10/20,Ratnamani Metals & Tubes Ltd.,1601.75,1599.95,1.8,0.113,8459,20873,-0.5947
12/10/20,Redington (India) Ltd.,132.9,132.75,0.15,0.113,822000,351000,1.3397
12/10/20,Refex Industries,113.05,110.75,2.3,2.08,467000,869000,-0.4624
12/10/20,Relaxo Footwears Ltd,740.1,722,18.1,2.51,296000,117000,1.5149
12/10/20,Reliable Data Services Ltd.,24.85,24.5,0.35,1.43,38400,2400,15
12/10/20,Reliance Capital Ltd.,11.95,11.4,0.55,4.82,14881000,511000,28.0735
12/10/20,Reliance Communications Ltd.,2.3,2.2,0.1,4.55,52444000,2218000,22.6421
12/10/20,Renaissance Global Ltd.,276.1,273.2,2.9,1.06,22525,25398,-0.1131
12/10/20,Responsive Industries,182.6,182.15,0.45,0.247,205000,298000,-0.3094
12/10/20,Rollatainers Ltd.,2.95,2.85,0.1,3.51,3540,67246,-0.9474
12/10/20,RS Software (India) Ltd.,24.5,22.65,1.85,8.17,154000,113000,0.3656
12/10/20,RSWM,116.75,112.25,4.5,4.01,38532,25671,0.501
12/10/20,Rupa and Company,231,230.55,0.45,0.195,48257,20968,1.3015
12/10/20,S Chand & Company Ltd.,73.05,72.75,0.3,0.412,450000,172000,1.6127
12/10/20,S E Power,2.8,2.7,0.1,3.7,42351,29681,0.4269
12/10/20,S P Apparels,150.85,150.3,0.55,0.366,19205,50694,-0.6212
12/10/20,Sagardeep Alloys Ltd.,39.35,39.05,0.3,0.768,9802,7777,0.2604
12/10/20,Sakthi Sugars Ltd.,10.05,9.7,0.35,3.61,231000,160000,0.4382
12/10/20,Salasar Techno Engineering Ltd.,216.1,215.2,0.9,0.418,86636,54205,0.5983
12/10/20,Salona Cotspin Ltd.,64.55,62.9,1.65,2.62,1627,3851,-0.5775
12/10/20,Sambhaav Media,2.3,2.2,0.1,4.55,38404,5681,5.7601
12/10/20,Sanghvi Forging and Engineering,27,26.2,0.8,3.05,1217,6092,-0.8002
12/10/20,SANGHVI MOV,105.6,104,1.6,1.54,17862,20493,-0.1284
12/10/20,Sanginita Chemicals Ltd.,28.2,26.9,1.3,4.83,459000,56537,7.1317
12/10/20,Sanofi India Ltd.,7984.25,7983.4,0.85,0.0106,20698,44977,-0.5398
12/10/20,Saregama India Ltd,767.3,758.8,8.5,1.12,17433,20131,-0.134
12/10/20,Savita Oil Technologies,725.6,721.95,3.65,0.506,5382,23989,-0.7756
12/10/20,SBI MF ETF Nifty Junior,329.56,328.35,1.21,0.369,9053,8330,0.0868
12/10/20,SBI Mutual Fund - SBI-ETF 10 YEAR GILT,204.97,202.46,2.51,1.24,12,2470,-0.9951
12/10/20,SBIETFQLTY Ltd.,120.94,119.51,1.43,1.2,1030,788,0.3071
12/10/20,Schaeffler India Ltd.,4353.15,4339.1,14.05,0.324,14966,19818,-0.2448
12/10/20,SEAMEC Ltd.,470.35,456.4,13.95,3.06,135000,179000,-0.2433
12/10/20,SecUR Credentials Ltd.,16.8,16,0.8,5,4200,3000,0.4
12/10/20,Security and Intelligence Services (India) Ltd.,443.85,442.1,1.75,0.396,85210,72129,0.1814
12/10/20,SEL Manufacturing Company,2.5,2.4,0.1,4.17,126000,95390,0.3245
12/10/20,Sequent Scientific Ltd.,174.05,170.2,3.85,2.26,969000,633000,0.5308
12/10/20,Servotech Power Systems Ltd.,21.8,20.9,0.9,4.31,8000,8000,0
12/10/20,Setubandhan Infrastructure Ltd.,1.15,1.05,0.1,9.52,522000,327000,0.5951
12/10/20,Sezal Glass,2.2,2.1,0.1,4.76,23184,74594,-0.6892
12/10/20,SGBFEB27 Ltd.,4788,4739.1,48.9,1.03,32,21,0.5238
12/10/20,SGBJAN26 Ltd.,4820,4815.77,4.23,0.088,41,260,-0.8423
12/10/20,SGBNOV25 Ltd.,4989.99,4770,219.99,4.61,3,10,-0.7
12/10/20,SGBNOV25IX Ltd.,4725.45,4711.9,13.55,0.288,236,523,-0.5488
12/10/20,SGBNOV26 Ltd.,4825,4800,25,0.521,2,48,-0.9583
12/10/20,Shanthi Gears Ltd.,122.7,120.85,1.85,1.53,92454,70159,0.3178
12/10/20,Sharda Motor Industries Ltd.,1673.75,1650.45,23.3,1.41,4670,3430,0.3615
12/10/20,Sheela Foam Ltd.,1712.35,1700.65,11.7,0.688,12344,15068,-0.1808
12/10/20,Shilpa Medicare,480.3,473.2,7.1,1.5,1032000,993000,0.0398
12/10/20,Shipping Corporation of India Ltd.,88.4,73.7,14.7,19.95,35045000,7949000,3.4086
12/10/20,Shirpur Gold Refinery,8.95,8.7,0.25,2.87,22915,43398,-0.472
12/10/20,Shradha Infraprojects Ltd.,61.5,59.75,1.75,2.93,11665,1051,10.099
12/10/20,Shree Tirupati Balajee FIBC Ltd.,29.3,28,1.3,4.64,3000,33000,-0.9091
12/10/20,Shree Vasu Logistics Ltd.,88.1,85.9,2.2,2.56,5000,3000,0.6667
12/10/20,Shreeoswal Seeds & Chemicals Ltd.,42.65,40.7,1.95,4.79,16000,4000,3
12/10/20,Shrenik Ltd.,5.6,5.1,0.5,9.8,2003000,3382000,-0.4076
12/10/20,Shriram Pistons & Rings Ltd.,629,615.85,13.15,2.14,454,1568,-0.7105
12/10/20,Shyam Century Ferrous Ltd.,6.15,5.9,0.25,4.24,121000,98426,0.2334
12/10/20,Sicagen India,14.75,14.55,0.2,1.37,16483,26923,-0.3878
12/10/20,Sical Logistics Ltd.,16.65,13.9,2.75,19.78,2816000,2606000,0.0806
12/10/20,Sikko Industries Ltd.,26.45,26.4,0.05,0.189,4000,4000,0
12/10/20,SIL Investments,171.7,165.5,6.2,3.75,12170,3130,2.8882
12/10/20,Silly Monks Entertainment Ltd.,24.95,24,0.95,3.96,3613,3502,0.0317
12/10/20,Silver Touch Technologies Ltd.,100,91.5,8.5,9.29,2000,1000,1
12/10/20,Simbhaoli Sugars Ltd.,8.15,7.45,0.7,9.4,118000,71224,0.6654
12/10/20,Sintercom India Ltd.,76,75.95,0.05,0.066,3586,5236,-0.3151
12/10/20,Siti Networks,0.95,0.9,0.05,5.56,20012000,15677000,0.2765
12/10/20,SKIL Infrastructure,2.35,2.25,0.1,4.44,2385000,3421000,-0.3029
12/10/20,SKS Textiles Ltd.,24.95,23.8,1.15,4.83,7000,1000,6
12/10/20,SMVD Poly Pack Ltd.,9,8.95,0.05,0.559,4000,6000,-0.3333
12/10/20,Snowman Logistics Ltd.,61.25,58,3.25,5.6,14303000,2390000,4.9829
12/10/20,Solara Active Pharma Sciences Ltd.,1238.8,1233.2,5.6,0.454,48164,72489,-0.3356
12/10/20,Solex Energy Ltd.,35.5,34.45,1.05,3.05,4000,6000,-0.3333
12/10/20,Somany Home Innovation Ltd.,142.65,141.35,1.3,0.92,191000,214000,-0.1061
12/10/20,Sonam Clock Ltd.,60.75,60,0.75,1.25,24000,6000,3
12/10/20,South West Pinnacle Exploration Ltd.,40.45,39.15,1.3,3.32,58158,103000,-0.4377
12/10/20,Southern Petrochemicals Industries Corporation Ltd.,23.85,23.05,0.8,3.47,2732000,975000,1.7998
12/10/20,Sovereign Gold Bonds 2.50% Dec 2027 SR-VII 2019-20 Ltd.,4835,4811.5,23.5,0.488,20,2,9
12/10/20,Sovereign Gold Bonds 2.50% JUL 2025 Sr-II 2017-18 Ltd.,4793.97,4785.5,8.47,0.177,104,214,-0.514
12/10/20,Sovereign Gold Bonds 2.50% July 2027 Sr - II Ltd.,4830,4765,65,1.36,2,9,-0.7778
12/10/20,Sovereign Gold Bonds 2.50% Oct 2027 SR-V 2019-20 Ltd.,4850,4770.25,79.75,1.67,1,20,-0.95
12/10/20,Sovereign Gold Bonds 2.75% FEB 2024 Tr-II Ltd.,4845,4806.65,38.35,0.798,14,130,-0.8923
12/10/20,Sovereign Gold Bonds 2.75% MAR 2024 Tr-III Ltd.,4925,4899,26,0.531,11,13,-0.1538
12/10/20,Sovereign Gold Bonds 2.75% NOV 2023 Tr-I Ltd.,4899.99,4891.25,8.74,0.179,258,72,2.5833
12/10/20,Spandana Sphoorty Financial Ltd.,729.75,721.8,7.95,1.1,26009,20900,0.2444
12/10/20,Spicejet Ltd.,99.7,93.75,5.95,6.35,22118000,7301000,2.0295
12/10/20,Splendid Metal Products Ltd.,0.25,0.2,0.05,25,22851,22691,0.00705
12/10/20,SPML Infra,12,10.05,1.95,19.4,323000,111000,1.9099
12/10/20,Sri Adhikari Brothers Television,1.9,1.85,0.05,2.7,2955,1876,0.5752
12/10/20,Sri Havisha Hospitality and Infrastructure Ltd.,0.7,0.65,0.05,7.69,111000,243000,-0.5428
12/10/20,Standard Industries Ltd.,10.15,9.7,0.45,4.64,18477,16986,0.0878
12/10/20,State Trading Corporation of India Ltd.,80,79.05,0.95,1.2,96362,61092,0.5773
12/10/20,Steel Authority of India Ltd.,55.75,54.7,1.05,1.92,42650000,36858000,0.1572
12/10/20,Sterling Tools,192.7,192.45,0.25,0.13,12981,15688,-0.1726
12/10/20,Subex Ltd.,16.95,16.35,0.6,3.67,15329000,11657000,0.315
12/10/20,Subhash Capital City Ltd.,21.1,20.15,0.95,4.71,125,90,0.3889
12/10/20,Sudarshan Chemical Industries,492.45,491.4,1.05,0.214,201000,296000,-0.3187
12/10/20,Sujana Universal Industries Ltd.,0.4,0.35,0.05,14.29,230000,301000,-0.2365
12/10/20,Sumitomo Chemical India Ltd.,309.7,305.7,4,1.31,781000,490000,0.5923
12/10/20,Sundaram Finance Holdings Ltd.,57.8,57.4,0.4,0.697,128000,322000,-0.6008
12/10/20,Sundaram Finance Ltd.,1806.15,1800.8,5.35,0.297,98571,112000,-0.1256
12/10/20,Sundaram Multi Pap,1.5,1.45,0.05,3.45,389000,450000,-0.136
12/10/20,Supreme Petrochem Ltd.,378.95,366.5,12.45,3.4,85388,109000,-0.2204
12/10/20,Surana Telecom and Power,4.05,3.95,0.1,2.53,98812,194000,-0.492
12/10/20,Sutlej Textiles and Industries,33.7,33.45,0.25,0.747,186000,331000,-0.4388
12/10/20,Suumaya Lifestyle Ltd.,106.25,103.5,2.75,2.66,29351,61082,-0.5195
12/10/20,Suven Pharmaceuticals Ltd.,403.05,396.2,6.85,1.73,278000,215000,0.2954
12/10/20,Suzlon Energy Ltd.,3.7,3.55,0.15,4.23,22925000,27603000,-0.1695
12/10/20,Swaraj Engines Ltd.,1437.35,1416.15,21.2,1.5,35408,4193,7.4446
12/10/20,Symphony Ltd.,909.5,906.65,2.85,0.314,100000,162000,-0.3804
12/10/20,Syncom Healthcare Ltd.,2.1,2,0.1,5,103000,69532,0.4867
12/10/20,Take Solutions Limited,46.05,46,0.05,0.109,2093000,6996000,-0.7007
12/10/20,Tamilnadu Telecommunications,1.55,1.5,0.05,3.33,2350,7094,-0.6687
12/10/20,Tanla Platforms Ltd.,904.9,861.85,43.05,5,839000,601000,0.3959
12/10/20,Tara Chand Logistic Solutions Ltd.,31.95,31,0.95,3.06,4000,4000,0
12/10/20,Tata Chemicals Ltd.,511.1,510.65,0.45,0.088,5583000,6313000,-0.1155
12/10/20,Tata Communications Ltd.,1031.85,1027.95,3.9,0.379,147000,38967,2.7772
12/10/20,Tata Consumer Products Ltd.,579.9,565.5,14.4,2.55,4578000,2567000,0.7834
12/10/20,Tata Metaliks Ltd.,588.15,583.3,4.85,0.831,81500,154000,-0.4708
12/10/20,Tata Steel Ltd.,610.1,609.35,0.75,0.123,19829000,12730000,0.5576
12/10/20,TCI Express Ltd.,913.35,909.95,3.4,0.374,21039,34839,-0.3961
12/10/20,TCPL Packaging Ltd.,411.45,408.95,2.5,0.611,4375,16054,-0.7275
12/10/20,TeamLease Services Ltd.,2594.85,2594.3,0.55,0.0212,21284,25540,-0.1666
12/10/20,Techno Electric & Engineering Company Ltd.,220.85,219,1.85,0.845,14428,36439,-0.6041
12/10/20,Tejas Networks Ltd.,150.55,144.45,6.1,4.22,2113000,431000,3.8994
12/10/20,Tera Software Ltd.,31.75,31.65,0.1,0.316,52552,43289,0.214
12/10/20,Texmaco Infrastructure & Holdings Ltd.,42.1,41.05,1.05,2.56,320000,193000,0.652
12/10/20,TGB Banquets and Hotels,6.75,6.65,0.1,1.5,143000,53355,1.6931
12/10/20,The Anup Engineering Ltd.,698.25,655.15,43.1,6.58,78287,19032,3.1134
12/10/20,The Byke Hospitality Ltd.,19.35,18.45,0.9,4.88,189000,174000,0.09
12/10/20,The Mandhana Retail Ventures Ltd.,12.15,12.05,0.1,0.83,71193,138000,-0.4844
12/10/20,The New India Assurance Company Ltd.,129.35,126.95,2.4,1.89,1818000,2608000,-0.3028
12/10/20,Thiru Arooran Sugars Industries,3.85,3.7,0.15,4.05,4011,2,2004.5
12/10/20,Thomas Scott India,6.05,5.8,0.25,4.31,2464,500,3.928
12/10/20,TIL,175.7,168.9,6.8,4.03,21515,10647,1.0208
12/10/20,Times Guaranty,28.1,27.5,0.6,2.18,11402,4999,1.2809
12/10/20,Touchwood Entertainment Ltd.,53,52.7,0.3,0.569,3288,12116,-0.7286
12/10/20,Transformers and Rectifiers India,18.9,17.2,1.7,9.88,1396000,1591000,-0.1228
12/10/20,Tree House Education & Accessories Ltd.,6.75,6.5,0.25,3.85,93099,54268,0.7155
12/10/20,TRF,106.3,103.7,2.6,2.51,72084,138000,-0.4781
12/10/20,Triveni Turbine Ltd.,85.85,81.2,4.65,5.73,1500000,67250,21.3076
12/10/20,TTK Healthcare Ltd.,595.05,581.95,13.1,2.25,19812,35717,-0.4453
12/10/20,Tube Investments of India Ltd.,846.25,801.35,44.9,5.6,741000,1189000,-0.3768
12/10/20,TV Vision Ltd.,1.85,1.8,0.05,2.78,4718,2071,1.2781
12/10/20,TVS Motor Company Ltd.,498.1,498,0.1,0.0201,1881000,3009000,-0.3749
12/10/20,Twentyfirst Century Management Services Ltd.,10.25,10.05,0.2,1.99,12780,436,28.3119
12/10/20,Ugar Sugar Works,16.7,15.95,0.75,4.7,831000,1740000,-0.5223
12/10/20,Ultra Wiring Connectivity Systems Ltd.,26.1,25.7,0.4,1.56,8000,4000,1
12/10/20,Umang Dairies Ltd.,53.5,53.45,0.05,0.094,19525,35241,-0.446
12/10/20,Uniinfo Telecom Services Ltd.,23.15,22.05,1.1,4.99,4000,6000,-0.3333
12/10/20,Uniply Industries,3.55,3.45,0.1,2.9,1346000,429000,2.1382
12/10/20,Unitech Ltd.,1.8,1.75,0.05,2.86,2656000,237000,10.175
12/10/20,United Polyfab Gujarat Ltd.,17.05,16.25,0.8,4.92,3000,3000,0
12/10/20,United Spirits Ltd.,593,583.8,9.2,1.58,1736000,1369000,0.2683
12/10/20,Unity Infraprojects Ltd.,1.25,1.2,0.05,4.17,23656,12435,0.9024
12/10/20,Universal Cables,149.85,144.75,5.1,3.52,122000,99819,0.2318
12/10/20,Uravi T and Wedge Lamps Ltd.,122.5,120.9,1.6,1.32,2400,13200,-0.8182
12/10/20,Urja Global Ltd.,4.9,4.7,0.2,4.26,14399000,441000,31.6043
12/10/20,Usha Martin Education and Solutions,1.55,1.45,0.1,6.9,4424,8999,-0.5084
12/10/20,Usha Martin Ltd.,26.1,25.25,0.85,3.37,765000,795000,-0.0374
12/10/20,UTI Asset Management Company Ltd.,564.7,564.6,0.1,0.0177,524000,1608000,-0.6739
12/10/20,UTINEXT50 Ltd.,328.99,328.42,0.57,0.174,1234,1392,-0.1135
12/10/20,Uttam Galva Steels Ltd.,7.3,7.05,0.25,3.55,301000,316000,-0.0483
12/10/20,V2 Retail,102,97.15,4.85,4.99,184000,698000,-0.7361
12/10/20,Vadivarhe Speciality Chemicals Ltd.,9.7,9.25,0.45,4.86,3000,3000,0
12/10/20,Valiant Organics Ltd.,3176.4,3072,104.4,3.4,23813,4831,3.9292
12/10/20,Vardhman Polytex,11.2,9.65,1.55,16.06,365000,49994,6.313
12/10/20,Vardhman Special Steels,115.05,114.85,0.2,0.174,31542,50138,-0.3709
12/10/20,Varroc Engineering Ltd.,408,406.55,1.45,0.357,84760,81982,0.0339
12/10/20,Varun Beverages Ltd.,910.85,907.3,3.55,0.391,389000,653000,-0.4037
12/10/20,Vasa Retail and Overseas Ltd.,5.9,5.65,0.25,4.42,8000,8000,0
12/10/20,Vascon Engineers Limited,14.85,14.15,0.7,4.95,473000,210000,1.243
12/10/20,Vaswani Industries,6.2,5.7,0.5,8.77,29864,11863,1.5174
12/10/20,Vedanta Ltd,144.1,143.55,0.55,0.383,40886000,64656000,-0.3676
12/10/20,Venus Remedies Ltd,141.55,133.05,8.5,6.39,209000,24363,7.6
12/10/20,Vertoz Advertising Ltd.,205.4,203.9,1.5,0.736,147000,472000,-0.6882
12/10/20,Veto Switchgears & Cables Ltd.,83.1,82.05,1.05,1.28,141000,464000,-0.696
12/10/20,Viceroy Hotels,2.95,2.9,0.05,1.72,64007,46339,0.3813
12/10/20,Vikas Ecotech Ltd.,4.6,4.55,0.05,1.1,1259000,1381000,-0.0883
12/10/20,Vindhya Telelink,855.3,846.8,8.5,1,16031,22520,-0.2881
12/10/20,Visa Steel Ltd.,6.85,6.7,0.15,2.24,17975,47885,-0.6246
12/10/20,Visagar Polytex,0.6,0.55,0.05,9.09,2240000,3341000,-0.3296
12/10/20,Voltamp Transformers Limi,1197.95,1181.2,16.75,1.42,20316,9277,1.1899
12/10/20,Voltas Ltd.,814.25,808.1,6.15,0.761,1008000,1327000,-0.2399
12/10/20,VRL Logistics Ltd.,203.85,198.75,5.1,2.57,663000,781000,-0.1505
12/10/20,Wanbury,38.05,38,0.05,0.132,26290,17068,0.5403
12/10/20,Wealth First Portfolio Managers Ltd.,94,89.9,4.1,4.56,5000,5000,0
12/10/20,Weizmann,54.25,49.35,4.9,9.93,136000,104000,0.3091
12/10/20,Welspun Corp Ltd.,131.9,126.1,5.8,4.6,1913000,1937000,-0.0124
12/10/20,Welspun Investments and Commercials,466.05,423.7,42.35,10,16430,32951,-0.5014
12/10/20,Wockhardt Ltd.,529.45,505.55,23.9,4.73,2387000,5912000,-0.5962
12/10/20,Wonderla Holidays Ltd.,215.25,212,3.25,1.53,1175000,286000,3.1012
12/10/20,WS Industries,3.85,3.5,0.35,10,22454,11893,0.888
12/10/20,Xchanging Solutions,80.25,79.5,0.75,0.943,182000,67567,1.6995
12/10/20,Yes Bank Ltd.,20.45,19,1.45,7.63,662 M,488 M,0.3579
12/10/20,Zee Media Corporation Ltd.,6.05,5.85,0.2,3.42,6060000,5031000,0.2046
12/10/20,Zenith Exports,76.65,69.7,6.95,9.97,24140,15502,0.5572
12/10/20,Zodiac-JRD-MKJ,29,26.4,2.6,9.85,15441,3946,2.9131
12/10/20,Zota Health Care Ltd.,143.4,141.85,1.55,1.09,50761,30305,0.675
12/11/20,20 Microns,35.95,35.55,0.4,1.13,129000,67123,0.923
12/11/20,63 Moons Technologies Ltd.,82.9,82.05,0.85,1.04,45752,26060,0.7556
12/11/20,Aarti Drugs,787.45,766.8,20.65,2.69,690000,475000,0.4535
12/11/20,Aban Offshore Ltd.,30.5,29.05,1.45,4.99,113000,40075,1.8414
12/11/20,ABB Power Products and Systems India Ltd.,1310.35,1235.6,74.75,6.05,53738,29659,0.8119
12/11/20,Abbott India Ltd.,16087.5,15568.3,519.2,3.33,58533,18274,2.2031
12/11/20,Advani Hotels and Resorts (India),56.5,55.6,0.9,1.62,3277,1557,1.1047
12/11/20,Ahluwalia Contracts (India) Ltd.,257.65,254.35,3.3,1.3,36874,17999,1.0487
12/11/20,Airo Lam Ltd.,28.45,27.55,0.9,3.27,9000,6000,0.5
12/11/20,Ajmera Realty & Infra India Ltd.,139.45,117.1,22.35,19.09,3976000,116000,33.1157
12/11/20,AksharChem (India) Ltd.,236.45,231.75,4.7,2.03,59715,18244,2.2731
12/11/20,Alankit Ltd.,17.3,16.95,0.35,2.06,118000,88704,0.3349
12/11/20,Alembic Pharmaceuticals Ltd.,1085.75,1060.9,24.85,2.34,680000,332000,1.0448
12/11/20,Allcargo Logistics Ltd.,140.9,139.1,1.8,1.29,5802000,2152000,1.6952
12/11/20,ALLSEC Technologies,252.2,249.1,3.1,1.24,12681,7826,0.6204
12/11/20,Almondz Global Securities,17,16.6,0.4,2.41,20410,9462,1.157
12/11/20,Alphageo (India),210.9,207.9,3,1.44,14274,11262,0.2674
12/11/20,AMD Industries Ltd.,17.15,16.9,0.25,1.48,19954,3329,4.994
12/11/20,AMJ Land Holdings Ltd,25.9,24.85,1.05,4.23,75474,45232,0.6686
12/11/20,ANI Integrated Services Ltd.,21.15,20.2,0.95,4.7,3600,1200,2
12/11/20,Anik Industries,18.5,15.45,3.05,19.74,374000,272000,0.3746
12/11/20,Apex Frozen Foods Ltd.,309.2,294.4,14.8,5.03,526000,85509,5.1541
12/11/20,Apollo Tyres Ltd.,193,181.5,11.5,6.34,26199000,7314000,2.582
12/11/20,Archidply Decor Ltd.,27.15,25.9,1.25,4.83,9988,4780,1.0895
12/11/20,Archidply Industries,29.7,28.25,1.45,5.13,228000,40822,4.6028
12/11/20,Arcotech Ltd.,2.8,2.7,0.1,3.7,40426,12235,2.3041
12/11/20,Arihant Superstructures Ltd.,31.35,28.95,2.4,8.29,8775,1423,5.1665
12/11/20,Arvind SmartSpaces Ltd.,105.6,94.15,11.45,12.16,1802000,190000,8.4416
12/11/20,Asahi Songwon Colors,235.75,230.2,5.55,2.41,57513,30343,0.8954
12/11/20,Ashima,13.5,12.9,0.6,4.65,2117000,1195000,0.7716
12/11/20,Au Small Finance Bank Ltd.,920.3,911.05,9.25,1.02,516000,298000,0.7284
12/11/20,Automotive Stampings and Assemblies,27.2,26.7,0.5,1.87,19057,1369,12.9204
12/11/20,Avanti Feeds Ltd.,544.5,526.95,17.55,3.33,588000,160000,2.6666
12/11/20,BAG Films & Media Ltd.,3.9,3.3,0.6,18.18,1812000,222000,7.1606
12/11/20,Bajaj Auto Ltd.,3327.65,3290.85,36.8,1.12,611000,469000,0.3023
12/11/20,Bajaj Consumer Care Ltd.,202.35,199.65,2.7,1.35,796000,376000,1.1125
12/11/20,Bajaj Finance,4843.85,4794.8,49.05,1.02,2670000,1925000,0.3863
12/11/20,Balmer Lawrie & Co. Ltd.,116.3,114.6,1.7,1.48,318000,204000,0.5605
12/11/20,Balrampur Chini Mills Ltd.,172.7,169.05,3.65,2.16,2514000,2086000,0.2055
12/11/20,Bandhan Bank Ltd.,423.2,414.9,8.3,2,19865000,14568000,0.3636
12/11/20,Bannari Amman Sugars Ltd.,1475,1452.75,22.25,1.53,2521,1017,1.4789
12/11/20,Bartronics India Ltd.,2.1,2,0.1,5,6255,1202,4.2038
12/11/20,Bayer CropScience Ltd.,5250.25,5196.55,53.7,1.03,25160,16874,0.4911
12/11/20,BEML Ltd.,771.4,747.25,24.15,3.23,1575000,267000,4.896
12/11/20,Bhageria Industries Ltd.,161.9,145.35,16.55,11.39,1317000,115000,10.3964
12/11/20,Bhagyanagar India Ltd.,23.25,21.75,1.5,6.9,163000,9695,15.8933
12/11/20,BHARAT 22 ETF - ICICI Prudential AMC,31.56,31.17,0.39,1.25,519000,276000,0.8767
12/11/20,Bharat Bijlee Ltd.,918.25,903.25,15,1.66,82637,24014,2.4412
12/11/20,Bharat Forge Ltd.,552.2,539.2,13,2.41,4950000,1919000,1.5787
12/11/20,Bharat Gears,84.25,75,9.25,12.33,743000,115000,5.4418
12/11/20,Bharat Road Network Ltd,35.6,33.95,1.65,4.86,2650000,524000,4.0553
12/11/20,Bharat Wire Ropes Ltd.,31.65,31.3,0.35,1.12,35178,21022,0.6734
12/11/20,Bil Energy Systems,0.85,0.8,0.05,6.25,2290000,553000,3.1415
12/11/20,Biofil Chemicals & Pharmaceuticals Ltd.,339.15,323,16.15,5,69200,47182,0.4667
12/11/20,BLS International Services Ltd.,90.5,84.85,5.65,6.66,183000,64248,1.8625
12/11/20,Bodal Chemicals Ltd.,77.85,76.6,1.25,1.63,1491000,840000,0.7749
